symbol,company,year_month,signal,avg_sentiment_score,article_count,positive_count,negative_count,neutral_count
VTR,Ventas,2023-06,buy,0.3093,1,0,0,1
VTR,Ventas,2023-07,hold,0.0128,1,0,0,1
VTR,Ventas,2023-08,hold,0.0165,1,0,0,1
VTR,Ventas,2023-09,buy,0.6691,1,1,0,0
VTRS,Viatris,2020-12,hold,-0.0788,1,0,0,1
VTRS,Viatris,2021-04,hold,0.0524,1,0,0,1
VTRS,Viatris,2021-05,buy,0.5019,2,1,0,1
VTRS,Viatris,2021-07,sell,-0.2223,1,0,0,1
VTRS,Viatris,2021-08,buy,0.4321,2,1,0,1
VTRS,Viatris,2021-12,sell,-0.1893,1,0,0,1
VZ,Verizon,2021-08,buy,0.2109,1,0,0,1
VZ,Verizon,2022-01,sell,-0.2432,1,0,0,1
VZ,Verizon,2022-04,sell,-0.9501,1,0,1,0
VZ,Verizon,2022-06,sell,-0.2821,1,0,0,1
VZ,Verizon,2022-07,buy,0.8726,1,1,0,0
VZ,Verizon,2022-08,buy,0.8832,1,1,0,0
VZ,Verizon,2022-10,sell,-0.9588,1,0,1,0
VZ,Verizon,2023-01,sell,-0.7646,1,0,1,0
VZ,Verizon,2024-04,sell,-0.9188,2,0,2,0
WAT,Waters Corporation,2020-04,buy,0.1534,1,0,0,1
WAT,Waters Corporation,2020-08,sell,-0.886,1,0,1,0
WAT,Waters Corporation,2020-10,buy,0.279,1,0,0,1
WAT,Waters Corporation,2021-02,hold,-0.0817,1,0,0,1
WAT,Waters Corporation,2022-02,hold,0.0117,1,0,0,1
WAT,Waters Corporation,2022-03,sell,-0.5916,1,0,1,0
WBA,Walgreens Boots Alliance,2022-11,buy,0.9166,1,1,0,0
WBA,Walgreens Boots Alliance,2023-02,buy,0.9059,1,1,0,0
WBA,Walgreens Boots Alliance,2023-06,sell,-0.9523,1,0,1,0
WBA,Walgreens Boots Alliance,2024-02,buy,0.7087,2,2,0,0
WBD,Warner Bros. Discovery,2023-04,sell,-0.3908,2,0,1,1
WBD,Warner Bros. Discovery,2023-05,buy,0.1892,1,1,0,0
WBD,Warner Bros. Discovery,2023-08,hold,0.051,2,1,1,0
WBD,Warner Bros. Discovery,2023-09,buy,0.3155,1,1,0,0
WBD,Warner Bros. Discovery,2023-11,sell,-0.877,2,0,2,0
WBD,Warner Bros. Discovery,2024-02,sell,-0.9497,1,0,1,0
WBD,Warner Bros. Discovery,2024-03,buy,0.9265,1,1,0,0
WDC,Western Digital,2020-12,buy,0.9012,1,1,0,0
WDC,Western Digital,2021-03,buy,0.8744,1,1,0,0
WDC,Western Digital,2021-04,buy,0.8633,1,1,0,0
WEC,WEC Energy Group,2021-04,sell,-0.4622,1,0,1,0
WFC,Wells Fargo,2024-01,sell,-0.873,1,0,1,0
WFC,Wells Fargo,2024-02,hold,0.0176,3,0,0,3
WFC,Wells Fargo,2024-03,hold,0.0698,1,0,0,1
WFC,Wells Fargo,2024-04,buy,0.3544,5,4,1,0
WM,Waste Management,2024-01,buy,0.9194,1,1,0,0
WMB,Williams Companies,2022-03,hold,-0.0832,3,0,1,2
WMB,Williams Companies,2022-08,buy,0.9048,1,1,0,0
WMB,Williams Companies,2022-10,sell,-0.1286,1,0,0,1
WMB,Williams Companies,2023-01,hold,0.0253,1,0,0,1
WMB,Williams Companies,2024-01,buy,0.8802,2,2,0,0
WMB,Williams Companies,2024-02,sell,-0.5727,1,0,1,0
WMT,Walmart,2023-10,buy,0.4523,2,1,0,1
WMT,Walmart,2023-11,sell,-0.4935,4,1,3,0
WMT,Walmart,2023-12,hold,-0.0878,2,1,1,0
WMT,Walmart,2024-02,buy,0.8921,2,2,0,0
WRB,Berkley,2020-04,hold,0.0145,2,0,0,2
WRB,Berkley,2020-07,hold,-0.013,1,0,0,1
WRB,Berkley,2021-01,hold,0.0256,2,0,0,2
WRK,WestRock,2020-10,buy,0.1228,1,0,0,1
WRK,WestRock,2021-03,buy,0.8822,1,1,0,0
WRK,WestRock,2021-10,sell,-0.9237,2,0,2,0
WRK,WestRock,2022-01,sell,-0.5418,1,0,1,0
WST,West Pharmaceutical Services,2024-01,buy,0.1173,1,0,0,1
WST,West Pharmaceutical Services,2024-04,hold,-0.0132,1,0,0,1
WTW,Willis Towers Watson,2020-10,hold,0.0015,1,0,0,1
WTW,Willis Towers Watson,2020-11,buy,0.3566,1,1,0,0
WTW,Willis Towers Watson,2021-04,buy,0.2163,1,0,0,1
WTW,Willis Towers Watson,2021-05,hold,-0.0222,1,0,0,1
WTW,Willis Towers Watson,2021-06,buy,0.8644,1,1,0,0
WTW,Willis Towers Watson,2022-03,sell,-0.9262,1,0,1,0
WTW,Willis Towers Watson,2022-05,sell,-0.885,1,0,1,0
WTW,Willis Towers Watson,2022-06,sell,-0.8172,1,0,1,0
WY,Weyerhaeuser,2022-06,sell,-0.2646,1,0,1,0
WY,Weyerhaeuser,2022-09,buy,0.8184,2,2,0,0
WY,Weyerhaeuser,2022-10,sell,-0.7339,1,0,1,0
WY,Weyerhaeuser,2022-11,buy,0.8855,1,1,0,0
WY,Weyerhaeuser,2023-01,hold,0.0513,1,0,0,1
WY,Weyerhaeuser,2023-02,sell,-0.922,1,0,1,0
WY,Weyerhaeuser,2023-04,buy,0.9052,1,1,0,0
WYNN,Wynn Resorts,2021-11,sell,-0.5573,2,0,1,1
WYNN,Wynn Resorts,2022-01,sell,-0.9603,1,0,1,0
WYNN,Wynn Resorts,2022-02,sell,-0.966,1,0,1,0
WYNN,Wynn Resorts,2022-04,sell,-0.7076,1,0,1,0
WYNN,Wynn Resorts,2022-05,sell,-0.9555,1,0,1,0
WYNN,Wynn Resorts,2022-07,sell,-0.9617,1,0,1,0
WYNN,Wynn Resorts,2022-09,sell,-0.4051,1,0,1,0
WYNN,Wynn Resorts,2023-11,buy,0.7703,1,1,0,0
WYNN,Wynn Resorts,2024-01,buy,0.8391,1,1,0,0
XEL,Xcel Energy,2021-03,hold,0.0489,1,0,0,1
XEL,Xcel Energy,2021-06,sell,-0.3997,1,0,0,1
XEL,Xcel Energy,2021-10,buy,0.3054,2,1,1,0
XEL,Xcel Energy,2022-01,hold,-0.0021,1,0,0,1
XEL,Xcel Energy,2022-04,hold,0.0582,1,0,0,1
XEL,Xcel Energy,2022-07,sell,-0.1038,1,0,0,1
XEL,Xcel Energy,2024-04,hold,0.0231,1,0,0,1
XYL,Xylem Inc.,2021-05,sell,-0.9597,1,0,1,0
XYL,Xylem Inc.,2021-09,buy,0.1142,1,0,0,1
XYL,Xylem Inc.,2024-03,hold,-0.0491,1,0,0,1
YUM,Yum! Brands,2020-02,sell,-0.9529,1,0,1,0
YUM,Yum! Brands,2020-03,sell,-0.6476,2,0,2,0
YUM,Yum! Brands,2020-07,sell,-0.9658,1,0,1,0
ZBH,Zimmer Biomet,2020-06,hold,0.0346,1,0,0,1
ZBH,Zimmer Biomet,2020-12,sell,-0.9549,1,0,1,0
ZBRA,Zebra Technologies,2022-03,sell,-0.4608,1,0,1,0
ZTS,Zoetis,2020-03,hold,-0.0048,1,0,0,1
ZTS,Zoetis,2023-10,buy,0.66,1,1,0,0
ZTS,Zoetis,2024-02,buy,0.133,3,0,0,3
ZTS,Zoetis,2024-03,hold,0.0872,1,1,0,0
