symbol,company,year_month,signal,avg_sentiment_score,article_count,positive_count,negative_count,neutral_count
CVS,CVS Health,2024-03,hold,0.0633,3,0,0,3
CZR,Caesars Entertainment,2020-09,hold,0.0236,2,1,1,0
CZR,Caesars Entertainment,2021-08,sell,-0.84,1,0,1,0
CZR,Caesars Entertainment,2022-08,sell,-0.9642,1,0,1,0
CZR,Caesars Entertainment,2023-11,buy,0.169,2,1,1,0
CZR,Caesars Entertainment,2024-01,buy,0.5621,1,1,0,0
CZR,Caesars Entertainment,2024-02,sell,-0.2549,2,0,1,1
D,Dominion Energy,2023-04,sell,-0.9398,1,0,1,0
D,Dominion Energy,2023-07,sell,-0.547,2,0,1,1
D,Dominion Energy,2023-09,sell,-0.9269,2,0,2,0
DAL,Delta Air Lines,2022-01,sell,-0.6979,1,0,1,0
DAL,Delta Air Lines,2022-10,sell,-0.8416,1,0,1,0
DAL,Delta Air Lines,2022-12,buy,0.911,1,1,0,0
DAL,Delta Air Lines,2023-01,sell,-0.6522,1,0,1,0
DAL,Delta Air Lines,2023-04,sell,-0.4842,1,0,1,0
DAL,Delta Air Lines,2023-05,sell,-0.5181,1,0,1,0
DAL,Delta Air Lines,2023-11,sell,-0.6786,1,0,1,0
DAL,Delta Air Lines,2023-12,buy,0.3031,2,1,1,0
DAL,Delta Air Lines,2024-01,sell,-0.9486,1,0,1,0
DE,John Deere,2023-05,buy,0.3795,1,0,0,1
DECK,Deckers Brands,2022-11,buy,0.5268,1,1,0,0
DECK,Deckers Brands,2023-06,sell,-0.6982,1,0,1,0
DECK,Deckers Brands,2024-04,buy,0.8417,1,1,0,0
DFS,Discover Financial,2020-02,hold,0.0332,1,0,0,1
DFS,Discover Financial,2020-04,sell,-0.9652,1,0,1,0
DFS,Discover Financial,2021-01,hold,0.0717,1,0,0,1
DFS,Discover Financial,2021-02,hold,-0.0134,1,0,0,1
DFS,Discover Financial,2021-09,hold,-0.0256,1,0,0,1
DFS,Discover Financial,2023-11,sell,-0.7694,1,0,1,0
DFS,Discover Financial,2023-12,buy,0.7406,1,1,0,0
DFS,Discover Financial,2024-02,sell,-0.9221,1,0,1,0
DG,Dollar General,2021-09,hold,0.0581,1,0,0,1
DG,Dollar General,2021-12,sell,-0.8288,1,0,1,0
DG,Dollar General,2022-03,sell,-0.9433,1,0,1,0
DG,Dollar General,2023-06,sell,-0.9632,2,0,2,0
DG,Dollar General,2023-08,hold,0.0943,2,1,1,0
DG,Dollar General,2024-01,sell,-0.8855,1,0,1,0
DG,Dollar General,2024-03,sell,-0.9447,1,0,1,0
DG,Dollar General,2024-04,sell,-0.3126,1,0,0,1
DGX,Quest Diagnostics,2020-07,buy,0.3721,1,1,0,0
DGX,Quest Diagnostics,2021-10,buy,0.8975,1,1,0,0
DGX,Quest Diagnostics,2022-02,hold,0.0862,1,0,0,1
DGX,Quest Diagnostics,2022-11,sell,-0.9044,1,0,1,0
DGX,Quest Diagnostics,2023-02,buy,0.1666,1,0,0,1
DGX,Quest Diagnostics,2023-05,buy,0.8344,1,1,0,0
DHI,DR Horton,2020-11,sell,-0.9583,1,0,1,0
DHI,DR Horton,2020-12,buy,0.6327,2,1,0,1
DHI,DR Horton,2021-07,sell,-0.888,1,0,1,0
DHI,DR Horton,2021-11,sell,-0.534,1,0,1,0
DHI,DR Horton,2022-04,hold,-0.092,1,0,0,1
DHI,DR Horton,2022-06,sell,-0.4289,1,0,1,0
DHI,DR Horton,2022-11,sell,-0.8034,1,0,1,0
DHR,Danaher Corporation,2020-07,hold,0.0624,1,0,0,1
DHR,Danaher Corporation,2022-07,sell,-0.6245,1,0,1,0
DHR,Danaher Corporation,2022-10,sell,-0.1145,2,0,1,1
DHR,Danaher Corporation,2023-06,sell,-0.9368,1,0,1,0
DHR,Danaher Corporation,2023-08,hold,0.0194,2,0,0,2
DHR,Danaher Corporation,2024-02,hold,-0.0135,3,0,0,3
DIS,Walt Disney,2022-09,sell,-0.3237,1,0,0,1
DIS,Walt Disney,2022-11,sell,-0.9592,1,0,1,0
DIS,Walt Disney,2023-10,sell,-0.2082,2,0,1,1
DIS,Walt Disney,2023-11,buy,0.2349,6,3,2,1
DLR,Digital Realty,2020-04,sell,-0.9515,1,0,1,0
DLR,Digital Realty,2020-05,hold,0.0316,1,0,0,1
DLR,Digital Realty,2021-02,hold,0.0227,1,0,0,1
DLR,Digital Realty,2021-11,buy,0.8302,1,1,0,0
DLTR,Dollar Tree,2021-06,sell,-0.9642,1,0,1,0
DLTR,Dollar Tree,2021-08,sell,-0.9636,2,0,2,0
DLTR,Dollar Tree,2021-11,buy,0.1878,4,2,1,1
DLTR,Dollar Tree,2022-03,sell,-0.5229,1,0,1,0
DLTR,Dollar Tree,2022-08,sell,-0.9114,1,0,1,0
DLTR,Dollar Tree,2023-12,sell,-0.9614,1,0,1,0
DOW,Dow Inc.,2023-12,hold,-0.0677,3,1,2,0
DOW,Dow Inc.,2024-01,sell,-0.6887,3,0,3,0
DOW,Dow Inc.,2024-02,sell,-0.7608,1,0,1,0
DOW,Dow Inc.,2024-03,sell,-0.4927,3,1,2,0
DPZ,Domino's,2022-01,buy,0.2788,1,1,0,0
DPZ,Domino's,2022-03,sell,-0.9099,2,0,2,0
DPZ,Domino's,2022-07,sell,-0.9379,1,0,1,0
DPZ,Domino's,2022-08,sell,-0.8532,1,0,1,0
DPZ,Domino's,2022-10,buy,0.9322,1,1,0,0
DPZ,Domino's,2022-11,buy,0.4564,1,1,0,0
DPZ,Domino's,2023-01,sell,-0.3909,1,0,1,0
DPZ,Domino's,2024-03,buy,0.8836,1,1,0,0
DPZ,Domino's,2024-04,sell,-0.7859,1,0,1,0
DRI,Darden Restaurants,2022-03,sell,-0.9525,1,0,1,0
DRI,Darden Restaurants,2022-06,hold,0.0276,1,1,0,0
DRI,Darden Restaurants,2023-01,sell,-0.3327,1,0,1,0
DTE,DTE Energy,2020-05,buy,0.6895,1,1,0,0
DTE,DTE Energy,2021-02,sell,-0.1288,1,0,0,1
DTE,DTE Energy,2024-04,hold,-0.0833,3,0,0,3
DUK,Duke Energy,2021-04,hold,-0.0022,1,0,0,1
DUK,Duke Energy,2022-04,buy,0.8493,1,1,0,0
DVA,DaVita Inc.,2023-08,buy,0.9362,1,1,0,0
DVA,DaVita Inc.,2023-11,sell,-0.9487,1,0,1,0
DVA,DaVita Inc.,2024-02,hold,-0.0106,2,0,1,1
DVA,DaVita Inc.,2024-03,hold,-0.039,4,1,0,3
DVN,Devon Energy,2020-09,buy,0.9109,1,1,0,0
DVN,Devon Energy,2021-06,buy,0.9206,1,1,0,0
DVN,Devon Energy,2021-07,sell,-0.9576,1,0,1,0
DVN,Devon Energy,2021-12,sell,-0.9309,1,0,1,0
DVN,Devon Energy,2022-10,hold,-0.0448,1,0,0,1
DVN,Devon Energy,2022-12,sell,-0.641,1,0,1,0
DVN,Devon Energy,2023-02,buy,0.1991,1,1,0,0
DVN,Devon Energy,2023-04,sell,-0.7841,1,0,1,0
DVN,Devon Energy,2024-01,sell,-0.5771,1,0,1,0
DVN,Devon Energy,2024-03,buy,0.464,1,1,0,0
DXCM,Dexcom,2020-10,buy,0.1735,1,0,0,1
DXCM,Dexcom,2024-03,hold,0.0249,1,0,0,1
EA,Electronic Arts,2020-05,sell,-0.1906,2,1,1,0
EBAY,eBay,2020-04,buy,0.1171,1,0,0,1
EBAY,eBay,2020-11,sell,-0.6516,1,0,1,0
EBAY,eBay,2021-04,sell,-0.9172,1,0,1,0
EBAY,eBay,2021-07,sell,-0.4529,2,0,1,1
EBAY,eBay,2021-10,buy,0.8786,1,1,0,0
EBAY,eBay,2022-08,sell,-0.9434,1,0,1,0
EBAY,eBay,2024-04,sell,-0.4363,3,0,3,0
ECL,Ecolab,2021-07,buy,0.1744,1,0,0,1
ECL,Ecolab,2021-09,buy,0.9144,1,1,0,0
ECL,Ecolab,2021-11,buy,0.8841,1,1,0,0
ECL,Ecolab,2021-12,buy,0.1238,1,0,0,1
ECL,Ecolab,2022-01,sell,-0.6604,1,0,1,0
ECL,Ecolab,2022-02,sell,-0.4351,2,0,1,1
ECL,Ecolab,2022-04,buy,0.7337,1,1,0,0
ED,Consolidated Edison,2020-05,hold,0.0321,1,0,0,1
EFX,Equifax,2021-07,buy,0.2429,1,0,0,1
EG,Everest Re,2022-01,sell,-0.9149,1,0,1,0
EG,Everest Re,2022-07,buy,0.7491,1,1,0,0
EG,Everest Re,2022-09,hold,-0.0858,1,0,0,1
EG,Everest Re,2022-12,hold,0.019,1,0,0,1
EG,Everest Re,2024-01,buy,0.1123,3,1,1,1
EG,Everest Re,2024-02,buy,0.2795,3,2,1,0
EIX,Edison International,2021-01,buy,0.1069,1,1,0,0
EIX,Edison International,2021-02,buy,0.1385,1,0,0,1
EL,Estée Lauder Companies (The),2021-02,sell,-0.9296,1,0,1,0
EL,Estée Lauder Companies (The),2022-05,sell,-0.9571,1,0,1,0
EL,Estée Lauder Companies (The),2022-11,buy,0.3938,1,1,0,0
EL,Estée Lauder Companies (The),2023-02,sell,-0.768,1,0,1,0
EL,Estée Lauder Companies (The),2023-03,buy,0.849,1,1,0,0
EL,Estée Lauder Companies (The),2024-02,buy,0.2736,4,2,1,1
ELV,Elevance Health,2023-04,hold,0.0003,1,0,0,1
ELV,Elevance Health,2023-06,hold,0.0177,2,0,0,2
ELV,Elevance Health,2023-08,sell,-0.2219,4,1,2,1
ELV,Elevance Health,2023-09,hold,-0.0407,1,0,0,1
ELV,Elevance Health,2024-04,sell,-0.8411,2,0,2,0
EMR,Emerson Electric,2021-03,buy,0.6688,1,1,0,0
EMR,Emerson Electric,2023-08,buy,0.6567,2,2,0,0
EMR,Emerson Electric,2023-10,buy,0.8702,2,2,0,0
EMR,Emerson Electric,2023-11,sell,-0.7221,2,0,2,0
EMR,Emerson Electric,2023-12,buy,0.6397,1,1,0,0
EMR,Emerson Electric,2024-01,buy,0.9177,1,1,0,0
ENPH,Enphase,2020-12,buy,0.9012,1,1,0,0
ENPH,Enphase,2021-02,sell,-0.7768,1,0,1,0
ENPH,Enphase,2021-04,sell,-0.9556,1,0,1,0
ENPH,Enphase,2021-09,hold,0.0532,1,0,0,1
ENPH,Enphase,2021-10,buy,0.6423,2,2,0,0
ENPH,Enphase,2022-01,sell,-0.7512,1,0,1,0
ENPH,Enphase,2024-03,buy,0.3458,1,1,0,0
ENPH,Enphase,2024-04,buy,0.9096,1,1,0,0
EOG,EOG Resources,2020-05,hold,0.0706,1,0,0,1
EOG,EOG Resources,2023-11,buy,0.9317,1,1,0,0
EOG,EOG Resources,2024-02,buy,0.1466,2,0,0,2
EOG,EOG Resources,2024-04,sell,-0.2323,2,0,1,1
EPAM,EPAM Systems,2024-04,sell,-0.1965,3,0,1,2
EQIX,Equinix,2020-12,buy,0.9105,1,1,0,0
EQIX,Equinix,2021-02,sell,-0.9381,1,0,1,0
EQIX,Equinix,2021-09,hold,0.0393,1,0,0,1
EQIX,Equinix,2023-03,buy,0.9288,1,1,0,0
EQIX,Equinix,2023-04,sell,-0.9208,1,0,1,0
EQIX,Equinix,2023-06,buy,0.3324,3,2,1,0
EQIX,Equinix,2023-07,buy,0.5643,1,1,0,0
EQR,Equity Residential,2020-03,hold,-0.0359,1,0,0,1
EQR,Equity Residential,2020-11,sell,-0.861,1,0,1,0
EQR,Equity Residential,2021-02,buy,0.5619,1,1,0,0
EQT,EQT,2021-07,sell,-0.5863,1,0,1,0
EQT,EQT,2024-02,hold,0.0455,1,0,0,1
EQT,EQT,2024-03,hold,0.0539,2,1,1,0
ETN,Eaton Corporation,2023-12,sell,-0.5271,1,0,1,0
ETN,Eaton Corporation,2024-01,buy,0.3312,1,1,0,0
ETR,Entergy,2022-07,sell,-0.2238,1,0,0,1
ETR,Entergy,2022-10,sell,-0.4194,1,0,1,0
ETR,Entergy,2023-02,sell,-0.8207,2,0,2,0
ETSY,Etsy,2022-02,buy,0.6543,1,1,0,0
ETSY,Etsy,2022-04,buy,0.2482,1,1,0,0
ETSY,Etsy,2022-05,sell,-0.9563,1,0,1,0
ETSY,Etsy,2022-06,buy,0.3993,2,1,0,1
ETSY,Etsy,2022-07,buy,0.9372,1,1,0,0
ETSY,Etsy,2022-09,hold,0.0093,1,0,0,1
ETSY,Etsy,2022-10,sell,-0.7241,1,0,1,0
ETSY,Etsy,2022-12,buy,0.9031,1,1,0,0
ETSY,Etsy,2023-05,sell,-0.9587,1,0,1,0
EW,Edwards Lifesciences,2022-02,sell,-0.9167,1,0,1,0
EW,Edwards Lifesciences,2022-06,sell,-0.4344,2,0,1,1
EW,Edwards Lifesciences,2022-10,sell,-0.952,1,0,1,0
EW,Edwards Lifesciences,2022-11,sell,-0.473,2,0,1,1
EW,Edwards Lifesciences,2023-07,sell,-0.7239,1,0,1,0
EW,Edwards Lifesciences,2023-09,buy,0.4179,2,1,0,1
EXC,Exelon,2021-11,hold,-0.0122,1,0,0,1
EXC,Exelon,2022-08,hold,0.0632,1,0,0,1
EXC,Exelon,2023-02,buy,0.6793,1,1,0,0
EXC,Exelon,2023-10,buy,0.1757,1,0,0,1
EXC,Exelon,2023-11,hold,-0.053,3,1,1,1
EXC,Exelon,2023-12,hold,-0.0252,2,1,1,0
EXC,Exelon,2024-01,sell,-0.4088,1,0,1,0
EXPD,Expeditors International,2022-04,hold,-0.0746,1,0,0,1
EXPE,Expedia Group,2020-12,buy,0.2244,1,0,0,1
EXPE,Expedia Group,2023-08,hold,0.0427,1,0,0,1
EXR,Extra Space Storage,2022-09,hold,0.03,1,0,0,1
EXR,Extra Space Storage,2023-02,hold,-0.0538,1,0,0,1
EXR,Extra Space Storage,2023-05,sell,-0.3491,1,0,0,1
F,Ford Motor Company,2023-07,hold,0.0297,3,1,1,1
F,Ford Motor Company,2023-09,sell,-0.8207,1,0,1,0
F,Ford Motor Company,2023-11,sell,-0.4905,3,1,2,0
F,Ford Motor Company,2023-12,hold,0.008,3,2,1,0
FANG,Diamondback Energy,2021-10,buy,0.9315,1,1,0,0
FANG,Diamondback Energy,2021-12,sell,-0.6,2,0,2,0
FANG,Diamondback Energy,2022-06,sell,-0.7831,1,0,1,0
FANG,Diamondback Energy,2022-08,sell,-0.7301,1,0,1,0
FANG,Diamondback Energy,2023-11,buy,0.9317,1,1,0,0
FANG,Diamondback Energy,2024-01,buy,0.2052,1,0,0,1
FAST,Fastenal,2020-08,sell,-0.6406,1,0,1,0
FAST,Fastenal,2021-06,sell,-0.9555,1,0,1,0
FAST,Fastenal,2022-12,sell,-0.5503,1,0,1,0
FAST,Fastenal,2023-01,sell,-0.2873,1,0,1,0
FAST,Fastenal,2023-04,sell,-0.3905,2,0,1,1
FCX,Freeport-McMoRan,2024-02,buy,0.1742,1,0,0,1
FDS,FactSet,2024-03,hold,0.0261,2,1,1,0
FDS,FactSet,2024-04,sell,-0.2032,8,2,5,1
FDX,FedEx,2023-02,sell,-0.9027,1,0,1,0
FDX,FedEx,2023-03,sell,-0.9524,1,0,1,0
FDX,FedEx,2023-06,buy,0.442,2,1,1,0
FDX,FedEx,2023-08,hold,-0.0083,1,0,1,0
FDX,FedEx,2023-09,buy,0.8433,3,3,0,0
FDX,FedEx,2023-10,buy,0.9087,2,2,0,0
FE,FirstEnergy,2021-02,hold,0.0895,2,1,1,0
FE,FirstEnergy,2021-03,sell,-0.1039,5,2,3,0
FE,FirstEnergy,2021-05,hold,0.0519,1,0,0,1
FFIV,"F5, Inc.",2023-04,sell,-0.9547,1,0,1,0
FFIV,"F5, Inc.",2023-08,hold,0.0194,1,0,0,1
FFIV,"F5, Inc.",2023-10,sell,-0.219,4,2,2,0
FFIV,"F5, Inc.",2024-02,hold,0.0333,2,0,0,2
FI,Fiserv,2022-02,buy,0.9362,1,1,0,0
FI,Fiserv,2022-04,buy,0.5235,1,1,0,0
FI,Fiserv,2023-05,hold,-0.0683,2,1,1,0
FI,Fiserv,2023-08,hold,-0.038,5,1,1,3
FIS,Fidelity National Information Services,2020-02,buy,0.4753,1,0,0,1
FIS,Fidelity National Information Services,2020-08,buy,0.753,1,1,0,0
FITB,Fifth Third Bank,2020-01,sell,-0.4155,1,0,0,1
FITB,Fifth Third Bank,2021-03,buy,0.8778,1,1,0,0
FITB,Fifth Third Bank,2021-10,sell,-0.9502,1,0,1,0
FITB,Fifth Third Bank,2022-01,sell,-0.3976,1,0,1,0
FITB,Fifth Third Bank,2023-08,sell,-0.7398,2,0,2,0
FITB,Fifth Third Bank,2023-09,sell,-0.9176,1,0,1,0
FMC,FMC Corporation,2021-11,hold,-0.0046,1,0,0,1
FMC,FMC Corporation,2022-03,sell,-0.4107,1,0,0,1
FMC,FMC Corporation,2023-02,hold,-0.0354,1,0,0,1
FMC,FMC Corporation,2023-03,sell,-0.791,1,0,1,0
FMC,FMC Corporation,2023-12,hold,-0.0075,1,0,0,1
FMC,FMC Corporation,2024-01,hold,0.0972,2,0,0,2
FRT,Federal Realty,2024-03,sell,-0.9017,1,0,1,0
FSLR,First Solar,2022-04,sell,-0.9636,1,0,1,0
FSLR,First Solar,2022-05,sell,-0.2614,1,0,1,0
FSLR,First Solar,2023-07,buy,0.5612,2,2,0,0
FSLR,First Solar,2023-11,sell,-0.9629,1,0,1,0
FSLR,First Solar,2023-12,buy,0.2552,3,2,1,0
FSLR,First Solar,2024-03,buy,0.1802,1,1,0,0
FSLR,First Solar,2024-04,buy,0.4147,1,1,0,0
FTNT,Fortinet,2023-05,buy,0.9382,1,1,0,0
FTNT,Fortinet,2023-08,buy,0.1223,1,1,0,0
FTNT,Fortinet,2023-11,sell,-0.9346,2,0,2,0
FTNT,Fortinet,2024-01,buy,0.8592,1,1,0,0
FTNT,Fortinet,2024-02,buy,0.8473,1,1,0,0
GD,General Dynamics,2023-12,buy,0.9213,2,2,0,0
GE,GE Aerospace,2020-01,buy,0.9279,1,1,0,0
GE,GE Aerospace,2020-05,sell,-0.9629,1,0,1,0
GE,GE Aerospace,2021-01,sell,-0.8114,1,0,1,0
GE,GE Aerospace,2021-03,sell,-0.5497,1,0,1,0
GE,GE Aerospace,2021-06,buy,0.4013,2,1,0,1
GE,GE Aerospace,2021-07,buy,0.923,1,1,0,0
GE,GE Aerospace,2022-06,sell,-0.1051,1,0,0,1
GE,GE Aerospace,2024-03,buy,0.5752,1,1,0,0
GEHC,GE HealthCare,2022-01,buy,0.768,1,1,0,0
GEHC,GE HealthCare,2022-07,sell,-0.3565,2,1,1,0
GEHC,GE HealthCare,2024-03,buy,0.5025,2,1,0,1
GEHC,GE HealthCare,2024-04,sell,-0.291,5,1,3,1
GEN,Gen Digital,2021-12,hold,0.005,1,0,0,1
GEN,Gen Digital,2022-06,hold,-0.0023,1,0,0,1
GEN,Gen Digital,2022-09,sell,-0.2056,3,0,0,3
GEN,Gen Digital,2022-10,sell,-0.2819,2,0,1,1
GEN,Gen Digital,2022-11,sell,-0.2406,1,0,0,1
GEN,Gen Digital,2023-01,buy,0.7931,1,1,0,0
GEN,Gen Digital,2024-04,buy,0.9066,1,1,0,0
GEV,GE Vernova,2021-02,sell,-0.9215,1,0,1,0
GEV,GE Vernova,2021-03,sell,-0.5623,1,0,1,0
GEV,GE Vernova,2024-03,buy,0.5295,5,4,0,1
GEV,GE Vernova,2024-04,buy,0.9253,2,2,0,0
GILD,Gilead Sciences,2020-05,sell,-0.2868,2,0,1,1
GILD,Gilead Sciences,2020-06,buy,0.2545,1,0,0,1
GILD,Gilead Sciences,2020-07,buy,0.1359,1,0,0,1
GILD,Gilead Sciences,2020-09,buy,0.1555,1,0,0,1
GILD,Gilead Sciences,2020-10,buy,0.1959,1,1,0,0
GILD,Gilead Sciences,2020-11,buy,0.1442,1,0,0,1
GILD,Gilead Sciences,2021-04,sell,-0.7219,1,0,1,0
GIS,General Mills,2021-09,sell,-0.9206,2,0,2,0
GL,Globe Life,2022-09,hold,-0.01,1,0,0,1
GL,Globe Life,2023-01,hold,-0.0046,1,0,0,1
GL,Globe Life,2023-04,hold,-0.0511,2,0,0,2
GL,Globe Life,2023-05,sell,-0.8134,1,0,1,0
GL,Globe Life,2023-06,sell,-0.4342,3,0,1,2
GL,Globe Life,2023-07,hold,0.0982,1,0,0,1
GLW,Corning Inc.,2020-06,hold,0.0928,1,0,0,1
GM,General Motors,2023-04,sell,-0.921,1,0,1,0
GM,General Motors,2023-05,sell,-0.9519,1,0,1,0
GM,General Motors,2023-06,buy,0.7972,1,1,0,0
GM,General Motors,2023-07,buy,0.2142,2,1,1,0
GM,General Motors,2024-03,hold,-0.0764,1,0,1,0
GM,General Motors,2024-04,buy,0.5854,4,3,1,0
GNRC,Generac,2020-08,sell,-0.1189,1,0,0,1
GNRC,Generac,2021-02,sell,-0.9083,1,0,1,0
GOOGL,Alphabet Inc. (Class A),2020-01,hold,-0.077,1,0,0,1
GOOGL,Alphabet Inc. (Class A),2021-02,buy,0.1608,1,0,0,1
GPC,Genuine Parts Company,2023-05,hold,0.0876,1,0,0,1
GPC,Genuine Parts Company,2023-07,sell,-0.6144,1,0,1,0
GPN,Global Payments,2023-03,sell,-0.7945,1,0,1,0
GPN,Global Payments,2023-05,sell,-0.7762,1,0,1,0
GPN,Global Payments,2023-06,buy,0.5208,2,1,0,1
GPN,Global Payments,2024-02,hold,0.0222,3,1,1,1
GPN,Global Payments,2024-03,sell,-0.1161,1,0,0,1
GS,Goldman Sachs,2024-01,buy,0.788,1,1,0,0
GS,Goldman Sachs,2024-02,buy,0.7633,1,1,0,0
GS,Goldman Sachs,2024-03,hold,0.0823,7,3,2,2
GS,Goldman Sachs,2024-04,sell,-0.5548,1,0,1,0
GWW,W. W. Grainger,2022-01,buy,0.6527,2,2,0,0
GWW,W. W. Grainger,2022-03,sell,-0.9584,1,0,1,0
GWW,W. W. Grainger,2022-06,buy,0.9052,1,1,0,0
HAL,Halliburton,2020-01,buy,0.2547,1,1,0,0
HAL,Halliburton,2020-04,sell,-0.9632,1,0,1,0
HAL,Halliburton,2020-07,sell,-0.9542,1,0,1,0
HAL,Halliburton,2020-10,buy,0.4549,1,1,0,0
HAL,Halliburton,2022-10,buy,0.9299,1,1,0,0
HAS,Hasbro,2021-02,sell,-0.554,3,0,2,1
HAS,Hasbro,2021-04,buy,0.7638,1,1,0,0
HAS,Hasbro,2021-06,buy,0.8353,1,1,0,0
HAS,Hasbro,2021-10,buy,0.923,1,1,0,0
HAS,Hasbro,2022-02,sell,-0.8534,2,0,2,0
HAS,Hasbro,2022-10,sell,-0.114,1,0,1,0
HAS,Hasbro,2022-11,sell,-0.9605,1,0,1,0
HBAN,Huntington Bancshares,2023-03,sell,-0.8533,1,0,1,0
HBAN,Huntington Bancshares,2023-05,sell,-0.6568,3,0,2,1
HBAN,Huntington Bancshares,2023-09,buy,0.9058,1,1,0,0
HBAN,Huntington Bancshares,2024-04,sell,-0.8869,2,0,2,0
HCA,HCA Healthcare,2021-06,hold,0.0589,1,0,0,1
HCA,HCA Healthcare,2022-07,sell,-0.9404,1,0,1,0
HCA,HCA Healthcare,2022-11,hold,0.0215,1,0,0,1
HCA,HCA Healthcare,2023-02,hold,0.0265,2,0,0,2
HCA,HCA Healthcare,2023-03,buy,0.8529,1,1,0,0
HCA,HCA Healthcare,2023-05,hold,-0.0394,1,0,0,1
HIG,Hartford (The),2020-09,buy,0.15,2,0,0,2
HIG,Hartford (The),2022-09,sell,-0.4558,1,0,1,0
HIG,Hartford (The),2022-12,hold,0.0218,1,0,0,1
HIG,Hartford (The),2023-01,sell,-0.1913,2,0,1,1
HIG,Hartford (The),2023-10,hold,0.0679,1,0,0,1
HIG,Hartford (The),2023-12,sell,-0.2205,1,0,0,1
HII,Huntington Ingalls Industries,2020-05,buy,0.1114,1,0,0,1
HII,Huntington Ingalls Industries,2023-02,buy,0.549,1,1,0,0
HII,Huntington Ingalls Industries,2024-03,sell,-0.9635,1,0,1,0
HLT,Hilton Worldwide,2023-02,buy,0.9158,1,1,0,0
HOLX,Hologic,2021-10,buy,0.5126,1,1,0,0
HOLX,Hologic,2022-11,sell,-0.7105,1,0,1,0
HOLX,Hologic,2023-01,buy,0.5909,3,2,0,1
HOLX,Hologic,2023-02,sell,-0.3105,1,0,1,0
HOLX,Hologic,2023-04,sell,-0.9208,1,0,1,0
HOLX,Hologic,2023-05,buy,0.1106,1,0,0,1
HOLX,Hologic,2023-06,hold,0.0826,1,0,0,1
HOLX,Hologic,2023-07,sell,-0.1695,1,0,1,0
HON,Honeywell,2021-12,sell,-0.9479,1,0,1,0
HON,Honeywell,2022-01,buy,0.6686,1,1,0,0
HON,Honeywell,2022-02,buy,0.8455,1,1,0,0
HON,Honeywell,2022-03,hold,0.0678,2,1,1,0
HON,Honeywell,2022-04,buy,0.9199,1,1,0,0
HON,Honeywell,2022-07,buy,0.8815,1,1,0,0
HON,Honeywell,2023-03,buy,0.8309,1,1,0,0
HON,Honeywell,2023-04,buy,0.9318,1,1,0,0
HON,Honeywell,2024-04,sell,-0.9174,1,0,1,0
HPE,Hewlett Packard Enterprise,2022-03,sell,-0.1756,1,0,1,0
HPE,Hewlett Packard Enterprise,2023-11,buy,0.8555,2,2,0,0
HPQ,HP Inc.,2022-03,sell,-0.8085,1,0,1,0
HPQ,HP Inc.,2022-04,buy,0.3384,5,2,1,2
HPQ,HP Inc.,2022-05,sell,-0.9186,1,0,1,0
HPQ,HP Inc.,2022-07,sell,-0.9523,1,0,1,0
HPQ,HP Inc.,2022-08,sell,-0.9603,1,0,1,0
HPQ,HP Inc.,2022-11,sell,-0.9462,1,0,1,0
HRL,Hormel Foods,2020-05,sell,-0.9584,1,0,1,0
HRL,Hormel Foods,2023-10,sell,-0.9545,1,0,1,0
HRL,Hormel Foods,2023-11,sell,-0.953,1,0,1,0
HSIC,Henry Schein,2020-03,buy,0.1584,1,0,0,1
HST,Host Hotels & Resorts,2023-08,hold,0.0201,1,0,0,1
HST,Host Hotels & Resorts,2023-09,sell,-0.1058,2,0,0,2
HST,Host Hotels & Resorts,2023-10,hold,0.0006,1,0,0,1
HSY,Hershey's,2020-03,buy,0.6623,1,1,0,0
HSY,Hershey's,2020-04,sell,-0.7316,1,0,1,0
HSY,Hershey's,2020-09,buy,0.9391,1,1,0,0
HSY,Hershey's,2020-10,sell,-0.921,1,0,1,0
HSY,Hershey's,2021-04,buy,0.6213,1,1,0,0
HSY,Hershey's,2021-06,buy,0.9286,1,1,0,0
HUM,Humana,2022-04,buy,0.9173,1,1,0,0
HUM,Humana,2022-06,buy,0.4619,1,1,0,0
HUM,Humana,2022-07,buy,0.2835,1,1,0,0
HUM,Humana,2022-09,buy,0.1597,3,2,1,0
HUM,Humana,2022-12,sell,-0.234,1,0,1,0
HUM,Humana,2023-01,sell,-0.9012,1,0,1,0
HUM,Humana,2023-04,sell,-0.9243,1,0,1,0
HUM,Humana,2024-04,buy,0.9195,1,1,0,0
HWM,Howmet Aerospace,2022-10,sell,-0.9132,2,0,2,0
HWM,Howmet Aerospace,2023-09,sell,-0.4835,2,0,1,1
HWM,Howmet Aerospace,2023-11,sell,-0.924,1,0,1,0
IBM,IBM,2023-04,sell,-0.1582,2,0,1,1
IBM,IBM,2023-05,buy,0.1443,1,0,0,1
IBM,IBM,2023-06,buy,0.495,1,1,0,0
IBM,IBM,2023-07,buy,0.9186,1,1,0,0
IBM,IBM,2023-08,buy,0.1081,2,0,0,2
IBM,IBM,2023-10,buy,0.45,2,1,0,1
IBM,IBM,2023-12,buy,0.7222,1,1,0,0
ICE,Intercontinental Exchange,2023-07,sell,-0.9116,1,0,1,0
ICE,Intercontinental Exchange,2023-08,sell,-0.5055,1,0,1,0
IDXX,Idexx Laboratories,2020-04,hold,0.067,1,0,0,1
IFF,International Flavors & Fragrances,2020-11,sell,-0.6781,1,0,1,0
